action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,382384,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(CS)C(=O)N1CCc2ccccc2C1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '15.17', 'le': '0.30', 'lle': '2.48', 'sei': '7.35'}",CHEMBL61916,,CHEMBL61916,4.24,0,http://www.openphacts.org/units/Nanomolar,101985,=,1,1,=,,IC50,nM,,58000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,58.0
,,382387,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)SCC(C)C(=O)N1CCc2ccccc2C1,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '15.54', 'le': '0.31', 'lle': '1.82', 'sei': '11.53'}",CHEMBL57202,,CHEMBL57202,4.31,0,http://www.openphacts.org/units/Nanomolar,101973,=,1,1,=,,IC50,nM,,49000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,49.0
,,383718,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2[C@H]1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '17.33', 'le': '0.32', 'lle': '4.66', 'sei': '7.67'}",CHEMBL2115478,,CHEMBL2115478,7.36,0,http://www.openphacts.org/units/Nanomolar,101962,=,1,1,=,,IC50,nM,,44.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,0.044
,,386682,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2[C@@H]1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,,CHEMBL2115076,,CHEMBL2115076,,0,http://www.openphacts.org/units/Nanomolar,101979,>,1,1,>,,IC50,nM,,1000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,1.0
,,388383,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C1c2ccccc2CN1C(=O)CCS,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '16.86', 'le': '0.34', 'lle': '2.77', 'sei': '7.35'}",CHEMBL417226,,CHEMBL417226,4.24,0,http://www.openphacts.org/units/Nanomolar,101965,=,1,1,=,,IC50,nM,,58000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,58.0
,,388390,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)SCCC(=O)N1Cc2ccccc2C1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '15.88', 'le': '0.32', 'lle': '2.84', 'sei': '6.24'}",CHEMBL61137,,CHEMBL61137,4.66,0,http://www.openphacts.org/units/Nanomolar,101970,=,1,1,=,,IC50,nM,,22000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,22.0
,,389735,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(CS)C(=O)N1Cc2ccccc2CC1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '27.72', 'le': '0.56', 'lle': '6.15', 'sei': '13.44'}",CHEMBL279737,,CHEMBL279737,7.75,0,http://www.openphacts.org/units/Nanomolar,101964,=,1,1,=,,IC50,nM,,18.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,0.018
,,389754,[],CHEMBL648350,Inhibition of guinea pig angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@@H]1C(=O)O,,,CHEMBL1123237,J Med Chem,1986,"{'bei': '8.11', 'le': '0.15', 'lle': '1.47', 'sei': '3.54'}",CHEMBL3350318,,CHEMBL3350318,4.05,0,http://www.openphacts.org/units/Nanomolar,101978,=,1,1,=,,IC50,nM,,90000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,90.0
,,432015,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL57338,,CHEMBL57338,,0,http://www.openphacts.org/units/Nanomolar,167359,=,1,1,=,,IC50,nM,,190546.07,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.72
,,432016,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCC[C@H](N)C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL91561,,CHEMBL91561,,0,http://www.openphacts.org/units/Nanomolar,167427,=,1,1,=,,IC50,nM,,3235936.57,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.49
,,432017,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCC(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL292467,,CHEMBL292467,,0,http://www.openphacts.org/units/Nanomolar,167369,=,1,1,=,,IC50,nM,,7244359.6,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.14
,,432869,[],CHEMBL644703,Inhibitory concentration (isomer A) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '15.92', 'le': '0.30', 'lle': '4.25', 'sei': '5.40'}",CHEMBL86518,,CHEMBL86518,5.77,0,http://www.openphacts.org/units/Nanomolar,158674,=,1,1,=,,IC50,nM,,1700.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0000017
,,432870,[],CHEMBL644704,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '22.95', 'le': '0.44', 'lle': '6.80', 'sei': '7.78'}",CHEMBL86518,,CHEMBL86518,8.32,0,http://www.openphacts.org/units/Nanomolar,158674,=,1,1,=,,IC50,nM,,4.8,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,4.8E-9
,,433411,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1128468,J Med Chem,1995,"{'bei': '18.45', 'le': '0.35', 'lle': '4.55', 'sei': '4.82'}",CHEMBL91090,,CHEMBL91090,5.43,1,http://www.openphacts.org/units/Nanomolar,167441,=,1,1,=,,IC50,nM,,3715.35,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,5.43
,,433412,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@@H]1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL94119,,CHEMBL94119,,0,http://www.openphacts.org/units/Nanomolar,167361,=,1,1,=,,IC50,nM,,128824.96,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.89
,,434608,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCC[C@H](NC(=O)CN)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL420061,,CHEMBL420061,,0,http://www.openphacts.org/units/Nanomolar,167424,=,1,1,=,,IC50,nM,,5370317.96,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.27
,,434621,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1128468,J Med Chem,1995,"{'bei': '16.62', 'le': '0.32', 'lle': '4.17', 'sei': '4.14'}",CHEMBL90069,,CHEMBL90069,4.66,0,http://www.openphacts.org/units/Nanomolar,167372,=,1,1,=,,IC50,nM,,21877.62,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,4.66
,,437113,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N)C(=O)N1CCC[C@@H]1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL327608,,CHEMBL327608,,0,http://www.openphacts.org/units/Nanomolar,167440,=,1,1,=,,IC50,nM,,229086.77,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.64
,,437114,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL439762,,CHEMBL439762,,1,http://www.openphacts.org/units/Nanomolar,167439,=,1,1,=,,IC50,nM,,416869.38,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.38
,,437115,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCC(=O)N1CCC[C@H]1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL80548,GLYCYL PROLINE,CHEMBL80548,,1,http://www.openphacts.org/units/Nanomolar,167438,=,1,1,=,,IC50,nM,,446683.59,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.35
,,437116,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL91330,,CHEMBL91330,,0,http://www.openphacts.org/units/Nanomolar,167436,=,1,1,=,,IC50,nM,,933254.3,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.03
,,437131,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL93127,,CHEMBL93127,,0,http://www.openphacts.org/units/Nanomolar,167381,=,1,1,=,,IC50,nM,,3090295.43,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.51
,,438465,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL90074,,CHEMBL90074,,0,http://www.openphacts.org/units/Nanomolar,167375,=,1,1,=,,IC50,nM,,10000000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.0
,Not Active,439286,[],CHEMBL644706,Inhibitory concentration against Angiotensin I converting enzyme; IA is Inactive with 0% inhibition at 3.3 x 10e-4;,B,,,BAO_0000190,BAO_0000357,single protein format,NC1CCN(CC(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,,CHEMBL315579,,CHEMBL315579,,0,http://www.openphacts.org/units/Nanomolar,158666,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,
,,439511,[],CHEMBL648286,In vitro inhibition against angiotensin converting enzyme (ACE),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](CS)C(=O)N1C[C@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,,,CHEMBL1152063,Bioorg Med Chem Lett,1994,"{'bei': '18.86', 'le': '0.39', 'lle': '6.23', 'sei': '8.93'}",CHEMBL91623,,CHEMBL91623,7.75,0,http://www.openphacts.org/units/Nanomolar,164130,=,1,1,=,,IC50,nM,,18.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,18.0
,,439779,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL541207,LEU-ALA,CHEMBL541207,,0,http://www.openphacts.org/units/Nanomolar,167415,=,1,1,=,,IC50,nM,,309029.54,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.51
,,442511,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](O)[C@H](NC(=O)CN)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL420983,,CHEMBL420983,,0,http://www.openphacts.org/units/Nanomolar,167423,=,1,1,=,,IC50,nM,,5754399.37,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.24
,,443782,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)CN)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL56035,,CHEMBL56035,,0,http://www.openphacts.org/units/Nanomolar,167425,=,1,1,=,,IC50,nM,,4570881.9,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.34
,,444941,[],CHEMBL648286,In vitro inhibition against angiotensin converting enzyme (ACE),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,,,CHEMBL1152063,Bioorg Med Chem Lett,1994,"{'bei': '13.23', 'le': '0.26', 'lle': '5.43', 'sei': '4.98'}",CHEMBL329801,,CHEMBL329801,7.37,0,http://www.openphacts.org/units/Nanomolar,164132,=,1,1,=,,IC50,nM,,43.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,43.0
,,445140,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL89956,,CHEMBL89956,,0,http://www.openphacts.org/units/Nanomolar,167382,=,1,1,=,,IC50,nM,,1995262.31,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.7
,,446090,[],CHEMBL644703,Inhibitory concentration (isomer A) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '17.67', 'le': '0.34', 'lle': '5.02', 'sei': '5.76'}",CHEMBL85175,,CHEMBL85175,6.16,0,http://www.openphacts.org/units/Nanomolar,158664,=,1,1,=,,IC50,nM,,700.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,7E-7
,,446091,[],CHEMBL644704,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '22.16', 'le': '0.42', 'lle': '6.59', 'sei': '7.22'}",CHEMBL85175,,CHEMBL85175,7.72,0,http://www.openphacts.org/units/Nanomolar,158664,=,1,1,=,,IC50,nM,,19.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,1.9E-8
,,446096,[],CHEMBL644704,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCCC[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '24.00', 'le': '0.46', 'lle': '7.18', 'sei': '8.13'}",CHEMBL2114219,,CHEMBL2114219,8.70,0,http://www.openphacts.org/units/Nanomolar,158668,=,1,1,=,,IC50,nM,,2.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,2E-9
,,446350,[],CHEMBL648286,In vitro inhibition against angiotensin converting enzyme (ACE),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,,,CHEMBL1152063,Bioorg Med Chem Lett,1994,"{'bei': '12.18', 'le': '0.24', 'lle': '4.59', 'sei': '4.85'}",CHEMBL88328,,CHEMBL88328,6.60,0,http://www.openphacts.org/units/Nanomolar,164133,=,1,1,=,,IC50,nM,,253.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,253.0
,,446647,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)CN)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL56119,,CHEMBL56119,,0,http://www.openphacts.org/units/Nanomolar,167430,=,1,1,=,,IC50,nM,,2511886.43,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.6
,,447914,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)CN)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL330552,,CHEMBL330552,,0,http://www.openphacts.org/units/Nanomolar,167432,=,1,1,=,,IC50,nM,,1412537.54,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.85
,,447915,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N)C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL94250,,CHEMBL94250,,0,http://www.openphacts.org/units/Nanomolar,167429,=,1,1,=,,IC50,nM,,2511886.43,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.6
,,447916,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@@H](CO)C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL90610,,CHEMBL90610,,0,http://www.openphacts.org/units/Nanomolar,167419,=,1,1,=,,IC50,nM,,8511380.38,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.07
,,447917,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCC(=O)N[C@@H](CC(=O)O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL91392,,CHEMBL91392,,0,http://www.openphacts.org/units/Nanomolar,167418,=,1,1,=,,IC50,nM,,9120108.39,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.04
,,448699,[],CHEMBL644705,Inhibitory concentration against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '23.50', 'le': '0.46', 'lle': '4.97', 'sei': '5.23'}",CHEMBL414828,,CHEMBL414828,4.38,0,http://www.openphacts.org/units/Nanomolar,158669,=,1,1,=,,IC50,nM,,42000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.000042
,,449139,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](O)[C@H](N)C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL328594,,CHEMBL328594,,0,http://www.openphacts.org/units/Nanomolar,167379,=,1,1,=,,IC50,nM,,10000000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,2.0
,,450054,[],CHEMBL644705,Inhibitory concentration against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NC1CCCN(CC(=O)O)C1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1123398,J Med Chem,1986,,CHEMBL314707,,CHEMBL314707,,0,http://www.openphacts.org/units/Nanomolar,158672,=,1,1,=,,IC50,nM,,1700000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0017
,,450255,[],CHEMBL648286,In vitro inhibition against angiotensin converting enzyme (ACE),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](OC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,,,CHEMBL1152063,Bioorg Med Chem Lett,1994,"{'bei': '11.29', 'le': '0.22', 'lle': '3.93', 'sei': '4.33'}",CHEMBL422419,,CHEMBL422419,6.30,0,http://www.openphacts.org/units/Nanomolar,164131,=,1,1,=,,IC50,nM,,506.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,506.0
,,450519,[],CHEMBL858254,Biological activity was measured against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N)C(=O)N[C@@H](C)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128468,J Med Chem,1995,,CHEMBL17697,,CHEMBL17697,,0,http://www.openphacts.org/units/Nanomolar,167412,=,1,1,=,,IC50,nM,,616595.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,Log 1/IC50,,UO_0000065,,3.21
,,451237,[],CHEMBL644703,Inhibitory concentration (isomer A) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '19.04', 'le': '0.36', 'lle': '5.63', 'sei': '5.95'}",CHEMBL314706,,CHEMBL314706,6.37,0,http://www.openphacts.org/units/Nanomolar,158675,=,1,1,=,,IC50,nM,,430.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,4.3E-7
,,451238,[],CHEMBL644704,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,,,CHEMBL1123398,J Med Chem,1986,"{'bei': '17.25', 'le': '0.33', 'lle': '5.03', 'sei': '5.40'}",CHEMBL314706,,CHEMBL314706,5.77,0,http://www.openphacts.org/units/Nanomolar,158675,=,1,1,=,,IC50,nM,,1700.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0000017
,,451239,[],CHEMBL644705,Inhibitory concentration against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NC1CCCCCN(CC(=O)O)C1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1123398,J Med Chem,1986,,CHEMBL84966,,CHEMBL84966,,0,http://www.openphacts.org/units/Nanomolar,158670,=,1,1,=,,IC50,nM,,440000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.00044
