action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Not Determined,554671,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CSCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL40963,,CHEMBL40963,,0,http://www.openphacts.org/units/Nanomolar,67266,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,555030,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '16.39', 'le': '0.33', 'lle': '2.52', 'sei': '7.98'}",CHEMBL174237,,CHEMBL174237,5.30,0,http://www.openphacts.org/units/Nanomolar,342925,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,5.0
,,556121,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '10.72', 'le': '0.21', 'lle': '1.85', 'sei': '4.51'}",CHEMBL174066,,CHEMBL174066,5.21,0,http://www.openphacts.org/units/Nanomolar,342939,=,1,1,=,,IC50,nM,,6100.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,6.1
,,557081,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '24.59', 'le': '0.47', 'lle': '6.96', 'sei': '7.69'}",CHEMBL44139,,CHEMBL44139,8.22,0,http://www.openphacts.org/units/Nanomolar,67272,=,1,1,=,,IC50,nM,,6.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,6.0
,,557391,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '11.75', 'le': '0.23', 'lle': '2.58', 'sei': '4.80'}",CHEMBL367174,,CHEMBL367174,5.55,0,http://www.openphacts.org/units/Nanomolar,342938,=,1,1,=,,IC50,nM,,2800.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,2.8
,Not Determined,558298,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCCCNC(=O)c1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL288370,,CHEMBL288370,,0,http://www.openphacts.org/units/Nanomolar,67268,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,Not Determined,559503,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](COCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL287921,,CHEMBL287921,,0,http://www.openphacts.org/units/Nanomolar,67267,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,560615,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '19.92', 'le': '0.39', 'lle': '6.14', 'sei': '7.98'}",CHEMBL289267,,CHEMBL289267,8.54,0,http://www.openphacts.org/units/Nanomolar,67280,=,1,1,=,,IC50,nM,,2.9,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,2.9
,,561947,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '12.45', 'le': '0.24', 'lle': '3.07', 'sei': '5.09'}",CHEMBL176960,,CHEMBL176960,5.89,0,http://www.openphacts.org/units/Nanomolar,342937,=,1,1,=,,IC50,nM,,1300.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,1.3
,,562914,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '20.26', 'le': '0.40', 'lle': '6.15', 'sei': '7.85'}",CHEMBL38613,,CHEMBL38613,8.40,0,http://www.openphacts.org/units/Nanomolar,67263,=,1,1,=,,IC50,nM,,4.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,4.0
,,563221,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '12.50', 'le': '0.24', 'lle': '1.51', 'sei': '6.69'}",CHEMBL175110,,CHEMBL175110,5.80,0,http://www.openphacts.org/units/Nanomolar,342932,=,1,1,=,,IC50,nM,,1600.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,1.6
,,564110,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCCCN)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '18.90', 'le': '0.36', 'lle': '6.33', 'sei': '6.07'}",CHEMBL417169,,CHEMBL417169,7.40,0,http://www.openphacts.org/units/Nanomolar,67282,=,1,1,=,,IC50,nM,,40.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,40.0
,Not Determined,566384,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCSC)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL41081,,CHEMBL41081,,0,http://www.openphacts.org/units/Nanomolar,67275,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,566712,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CNC(=O)C(CS)Cc1ccccc1,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '27.06', 'le': '0.55', 'lle': '5.87', 'sei': '10.32'}",CHEMBL10247,THIORPHAN,CHEMBL10247,6.85,0,http://www.openphacts.org/units/Nanomolar,342935,=,1,1,=,,IC50,nM,,140.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,0.14
,,566737,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '14.80', 'le': '0.29', 'lle': '2.44', 'sei': '7.10'}",CHEMBL171850,,CHEMBL171850,6.15,0,http://www.openphacts.org/units/Nanomolar,342930,=,1,1,=,,IC50,nM,,710.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,0.71
,Not Determined,567581,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CSc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL40535,,CHEMBL40535,,0,http://www.openphacts.org/units/Nanomolar,67265,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,568972,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '21.10', 'le': '0.39', 'lle': '6.37', 'sei': '7.55'}",CHEMBL290802,,CHEMBL290802,8.07,0,http://www.openphacts.org/units/Nanomolar,67262,=,1,1,=,,IC50,nM,,8.5,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,8.5
,,568973,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H](CC(C)C)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '16.55', 'le': '0.32', 'lle': '4.40', 'sei': '6.25'}",CHEMBL290328,,CHEMBL290328,6.00,0,http://www.openphacts.org/units/Nanomolar,67258,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,1000.0
,,570259,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '13.94', 'le': '0.26', 'lle': '3.61', 'sei': '5.61'}",CHEMBL296331,,CHEMBL296331,6.27,0,http://www.openphacts.org/units/Nanomolar,67260,=,1,1,=,,IC50,nM,,540.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,540.0
,,571810,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '13.40', 'le': '0.26', 'lle': '3.31', 'sei': '5.64'}",CHEMBL172978,,CHEMBL172978,6.52,0,http://www.openphacts.org/units/Nanomolar,342936,=,1,1,=,,IC50,nM,,300.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,0.3
,,572786,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '21.09', 'le': '0.40', 'lle': '5.84', 'sei': '6.87'}",CHEMBL40806,,CHEMBL40806,7.35,0,http://www.openphacts.org/units/Nanomolar,67259,=,1,1,=,,IC50,nM,,45.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,45.0
,,573129,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(C)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '15.21', 'le': '0.31', 'lle': '2.14', 'sei': '7.41'}",CHEMBL55286,,CHEMBL55286,4.92,0,http://www.openphacts.org/units/Nanomolar,342931,=,1,1,=,,IC50,nM,,12000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,12.0
,,576377,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '18.71', 'le': '0.35', 'lle': '5.70', 'sei': '6.43'}",CHEMBL44077,,CHEMBL44077,7.89,0,http://www.openphacts.org/units/Nanomolar,67261,=,1,1,=,,IC50,nM,,13.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,13.0
,,576753,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '16.69', 'le': '0.34', 'lle': '2.62', 'sei': '8.13'}",CHEMBL173919,,CHEMBL173919,5.40,0,http://www.openphacts.org/units/Nanomolar,342928,=,1,1,=,,IC50,nM,,4000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,4.0
,,577698,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '14.89', 'le': '0.28', 'lle': '4.78', 'sei': '5.83'}",CHEMBL289618,,CHEMBL289618,7.82,0,http://www.openphacts.org/units/Nanomolar,67278,=,1,1,=,,IC50,nM,,15.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,15.0
,,577699,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '22.34', 'le': '0.45', 'lle': '6.98', 'sei': '7.66'}",CHEMBL416979,,CHEMBL416979,8.19,0,http://www.openphacts.org/units/Nanomolar,67273,=,1,1,=,,IC50,nM,,6.5,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,6.5
,,578856,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '15.85', 'le': '0.30', 'lle': '5.33', 'sei': '5.43'}",CHEMBL432689,,CHEMBL432689,7.89,0,http://www.openphacts.org/units/Nanomolar,67277,=,1,1,=,,IC50,nM,,13.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,13.0
,,580116,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](COCc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '19.40', 'le': '0.36', 'lle': '6.32', 'sei': '6.89'}",CHEMBL42683,,CHEMBL42683,8.00,0,http://www.openphacts.org/units/Nanomolar,67281,=,1,1,=,,IC50,nM,,10.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,10.0
,,581223,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '18.12', 'le': '0.35', 'lle': '6.24', 'sei': '5.78'}",CHEMBL40420,,CHEMBL40420,8.40,0,http://www.openphacts.org/units/Nanomolar,67279,=,1,1,=,,IC50,nM,,4.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,4.0
,Not Determined,581224,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](Cc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL290521,,CHEMBL290521,,0,http://www.openphacts.org/units/Nanomolar,67276,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,583697,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCCc2ccccc2)C(=O)O)CCc2ccccc21,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '18.43', 'le': '0.36', 'lle': '5.71', 'sei': '7.63'}",CHEMBL42976,,CHEMBL42976,8.15,0,http://www.openphacts.org/units/Nanomolar,67264,=,1,1,=,,IC50,nM,,7.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,7.0
,Not Determined,583698,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,,,CHEMBL1122836,J Med Chem,1985,,CHEMBL41045,,CHEMBL41045,,0,http://www.openphacts.org/units/Nanomolar,67274,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,
,,583941,[],CHEMBL648692,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(S)C(Cc1ccccc1)C(=O)NCC(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '18.55', 'le': '0.38', 'lle': '3.60', 'sei': '7.47'}",CHEMBL366937,,CHEMBL366937,4.96,0,http://www.openphacts.org/units/Nanomolar,342933,=,1,1,=,,IC50,nM,,11000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,11.0
,,586197,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '22.44', 'le': '0.43', 'lle': '7.56', 'sei': '6.13'}",CHEMBL430554,LIBENZAPRIL,CHEMBL430554,8.15,0,http://www.openphacts.org/units/Nanomolar,67255,=,1,1,=,,IC50,nM,,7.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,7.0
,,586201,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '23.83', 'le': '0.45', 'lle': '6.65', 'sei': '7.76'}",CHEMBL41985,,CHEMBL41985,8.30,0,http://www.openphacts.org/units/Nanomolar,67257,=,1,1,=,,IC50,nM,,5.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,5.0
,,586202,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '14.84', 'le': '0.28', 'lle': '3.46', 'sei': '5.82'}",CHEMBL40709,,CHEMBL40709,5.58,0,http://www.openphacts.org/units/Nanomolar,67256,=,1,1,=,,IC50,nM,,2600.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,2600.0
,,586515,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '14.53', 'le': '0.28', 'lle': '2.03', 'sei': '8.13'}",CHEMBL54601,,CHEMBL54601,5.40,0,http://www.openphacts.org/units/Nanomolar,342924,=,1,1,=,,IC50,nM,,4000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,4.0
,,586517,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '16.16', 'le': '0.33', 'lle': '2.47', 'sei': '7.53'}",CHEMBL173287,,CHEMBL173287,5.00,0,http://www.openphacts.org/units/Nanomolar,342929,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,10.0
,,588708,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '22.17', 'le': '0.42', 'lle': '6.75', 'sei': '8.70'}",CHEMBL578,ENALAPRIL,CHEMBL578,8.35,0,http://www.openphacts.org/units/Nanomolar,67269,=,1,1,=,,IC50,nM,,4.5,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,4.5
,,589093,[],CHEMBL646967,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '15.46', 'le': '0.31', 'lle': '2.22', 'sei': '7.53'}",CHEMBL2110258,,CHEMBL2110258,5.00,0,http://www.openphacts.org/units/Nanomolar,342927,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,10.0
,,591293,[],CHEMBL644701,In vitro inhibitory activity against Angiotensin I converting enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1122836,J Med Chem,1985,"{'bei': '36.01', 'le': '0.76', 'lle': '7.19', 'sei': '13.58'}",CHEMBL1560,CAPTOPRIL,CHEMBL1560,7.82,0,http://www.openphacts.org/units/Nanomolar,67270,=,1,1,=,,IC50,nM,,15.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,15.0
,,591668,[],CHEMBL646966,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 micro M N-Cbz-Phe-His-Leu as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL1126948,J Med Chem,1993,"{'bei': '14.82', 'le': '0.30', 'lle': '2.01', 'sei': '7.22'}",CHEMBL2110347,,CHEMBL2110347,4.79,0,http://www.openphacts.org/units/Nanomolar,342934,=,1,1,=,,IC50,nM,,16100.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,uM,UO_0000065,,16.1
,,634528,[],CHEMBL648689,Inhibitory activity against angiotensin I converting enzyme (ACE),B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CCCC(NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,,,CHEMBL1133572,J Med Chem,2000,"{'bei': '20.93', 'le': '0.42', 'lle': '6.03', 'sei': '9.13'}",CHEMBL114658,,CHEMBL114658,7.92,0,http://www.openphacts.org/units/Nanomolar,217056,=,1,1,=,,IC50,nM,,12.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,nM,UO_0000065,,12.0
