molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL53400,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive,238.243,-0.5371999999999997,4,4,3.6800000064135183
CHEMBL327588,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,inactive,261.28099999999995,0.23850000000000016,4,3,2.2300000002622604
CHEMBL91792,C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,inactive,275.30800000000005,0.6269999999999998,4,3,5.0
CHEMBL96806,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,inactive,231.25599999999997,-2.431899999999998,5,4,2.4899999999055544
CHEMBL316103,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,inactive,252.27,-0.14870000000000078,4,4,3.33999999963408
CHEMBL90972,CSCC[C@H](N)C(=O)NCC(=O)O,inactive,206.267,-0.732399999999999,3,4,2.3200000002927523
CHEMBL86891,O=C(O)CN1CCC(NC(CCc2ccccc2)C(=O)O)C1=O,inactive,320.3450000000001,0.3474999999999994,3,4,4.920818753952375
CHEMBL312918,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,active,541.6700000000003,2.0095000000000005,5,6,7.376750709602099
CHEMBL3350294,O=C(O)CN1CCCCC[C@@H](N[C@H](CCc2ccccc2)C(=O)O)C1=O,active,362.4260000000001,1.5177999999999996,3,4,7.036212172654444
CHEMBL94016,C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive,252.27,-0.1486999999999999,4,4,4.059999994991732
CHEMBL55433,CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,inactive,188.22699999999998,-0.43939999999999874,3,3,2.92000000166795
CHEMBL89547,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)O,active,486.6590000000003,3.178300000000001,4,5,6.157390760389438
CHEMBL91777,CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,intermediate,303.3620000000001,1.2631,4,3,5.800000874803203
CHEMBL91160,NC(N)=NCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,inactive,360.41800000000006,-0.339299999999998,6,4,4.800000052738446
CHEMBL86915,O=C(O)CN1CCCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,intermediate,376.4530000000001,1.9078999999999993,3,4,5.886056647693163
CHEMBL8486,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,inactive,264.325,0.7817999999999998,3,3,4.279999967105453
CHEMBL314532,NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,inactive,204.182,-1.6206999999999994,4,4,2.2700000002994214
CHEMBL328327,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,active,410.5610000000002,1.5113,4,5,7.060480747381382
CHEMBL291636,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,inactive,321.38100000000003,-0.6109299999999969,6,4,3.0399999996932876
CHEMBL421171,N[C@@H](CC(=O)O)C(=O)NCC(=O)O,inactive,190.15499999999997,-2.0107999999999997,4,4,1.849999999884013
CHEMBL330316,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,active,425.5760000000002,1.4467,5,5,6.8326826652518236
CHEMBL299759,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,inactive,261.28099999999995,0.2385000000000001,4,3,4.519999959791458
CHEMBL91241,C[C@H](NC(=O)CN)C(=O)O,inactive,146.14600000000002,-1.4655999999999993,3,3,2.7000000010815404
CHEMBL90452,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)O,inactive,212.20899999999997,-1.5196999999999998,4,4,2.200000000330522
CHEMBL90260,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)O,inactive,268.31699999999995,-0.10499999999999848,4,4,2.4899999999055544
CHEMBL316374,NC1CCCCN(CC(=O)O)C1=O,inactive,186.211,-0.5892000000000004,2,3,3.318758762624413
CHEMBL90670,NC(=O)CC[C@H](N)C(=O)NCC(=O)O,inactive,203.198,-2.219999999999999,4,4,2.1300000001762918
CHEMBL328471,C[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)O,inactive,245.28299999999996,-2.0433999999999974,5,4,3.33999999963408
CHEMBL55711,CC(C)C[C@H](N)C(=O)NCC(=O)O,inactive,188.22699999999998,-0.43939999999999874,3,3,2.0599999999781002
CHEMBL421361,N[C@@H](CCC(=O)O)C(=O)NCC(=O)O,inactive,204.182,-1.6206999999999987,4,4,2.0
CHEMBL90575,NC(N)=NCCC[C@H](N)C(=O)N1CCC[C@@H]1C(=O)O,inactive,271.3209999999999,-1.557099999999997,4,4,3.739999990121752
CHEMBL301546,CC(C)[C@H](N)C(=O)NCC(=O)O,inactive,174.2,-0.829499999999999,3,3,2.9599999984723877
CHEMBL301979,CC[C@H](C)[C@H](N)C(=O)NCC(=O)O,inactive,188.22699999999998,-0.43939999999999874,3,3,2.92000000166795
CHEMBL90973,NCC(=O)N[C@@H](CO)C(=O)O,inactive,162.14499999999998,-2.4931999999999994,4,4,2.4200000003661803
CHEMBL59426,O=C(O)CNC(=O)[C@@H]1CCCN1,inactive,172.18399999999997,-1.0608,3,3,1.7700000001180827
CHEMBL10521,CC(CC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C1CCC1)C(=O)N1CCCC1C(=O)O,active,542.6770000000006,1.7987000000000024,4,6,8.522878745280337
CHEMBL108606,CC(C)CCC(NC(C)C(=O)N1CCCC1C(=O)O)C(=O)O,active,314.382,0.9295000000000004,3,4,8.100015437450608
CHEMBL110925,CC(NC(CCC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)N1CCCC1C(=O)O,active,517.3200000000003,1.5168,4,5,9.100015437450608
CHEMBL107700,CC(NC(=O)C1CCCCC1S)C(=O)N1CCCC1C(=O)O,active,328.4340000000001,1.0553000000000001,3,4,8.0
CHEMBL105790,CC1(CS)C(=O)N2CCCC(C(=O)O)N2C1=O,intermediate,258.299,-0.24469999999999997,2,4,5.499999678657065
CHEMBL321012,O=C(O)C1CCCN1C(=O)C1CCCC1S,active,243.328,1.1604999999999996,2,3,6.900008766455316
CHEMBL80906,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,active,396.4430000000002,2.0946000000000007,3,4,8.0
CHEMBL105890,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,active,405.49500000000023,1.2352000000000007,4,5,8.400007822415901
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,active,253.323,0.9758999999999998,3,3,6.499996931948306
CHEMBL109178,CC(OP(=O)(O)C(CCc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCCC1C(=O)O,active,488.4770000000003,3.041400000000001,3,5,7.400007822415902
CHEMBL107635,O=C(O)CCc1cc(O)c2n(c1=O)C(C(=O)O)CC2,active,267.237,0.14299999999999974,3,4,7.50003813440381
CHEMBL10465,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O)c1ccccc1,active,422.48100000000017,2.4525999999999994,2,4,8.0
CHEMBL62955,CC(NP(=O)(O)CCc1ccccc1)C(=O)N1CCCC1C(=O)O,active,354.3430000000002,1.4682,3,3,7.599980364934842
CHEMBL105971,CC(NC(CCc1cccc2ccccc12)C(=O)O)C(=O)N1CCCC1C(=O)O,active,398.45900000000023,2.2792999999999997,3,4,8.500038134403809
CHEMBL41289,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,active,543.5100000000002,0.22860000000000186,8,8,8.299988937677888
CHEMBL325544,O=C(O)C1CCCN2C(=O)CC(CS)C(=O)N12,active,258.299,-0.24469999999999986,2,4,6.900008766455316
CHEMBL110870,CC(NP(=O)(O)O)C(=O)C1CCCC1C(=O)O,active,265.20199999999994,0.1271999999999997,4,3,8.299988937677888
CHEMBL108988,O=C(O)C1CC2(CN1C(=O)CP(=O)(O)CCCCc1ccccc1)SCCS2,active,443.5270000000002,3.1415000000000015,2,5,7.899974269892137
CHEMBL110375,CC(CS)C(=O)N1C(=O)CCC1C(=O)O,active,231.27299999999997,0.1544999999999998,2,4,7.50003813440381
CHEMBL110439,CC1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,active,362.42600000000016,1.5162,3,4,8.0
CHEMBL38405,O=C(O)CC(=O)NC(CS)Cc1ccccc1,inactive,253.323,1.1184,3,3,1.0
CHEMBL323051,O=C(O)C1CCC(=O)N1CCCS,inactive,203.26299999999998,0.3819000000000002,2,3,1.0
CHEMBL322266,O=C(O)C(CCc1ccccc1)NC1CCCC2SCC(C(=O)O)N2C1=O,active,392.47700000000015,1.5692000000000002,3,5,8.700057099977233
CHEMBL106193,O=C(O)C1CCCN1C(=O)C1CCC1S,active,229.30100000000002,0.7703999999999998,2,3,6.799998134593398
CHEMBL111578,O=C(SC1CCCC1C(=O)N1CCCC1C(=O)O)c1ccccc1,active,347.436,2.8043000000000005,1,4,7.199970640755866
CHEMBL326902,O=C(O)Cn1c(=O)n2n(c1=O)C(C(=O)O)C=CC2,active,255.18599999999998,-1.9083999999999988,2,4,8.500038134403809
CHEMBL322291,O=C(O)C1C=CCn2c(=O)n(CS)c(=O)n21,intermediate,243.244,-1.1057000000000001,2,4,5.59999938302362
CHEMBL23849,CC(CS)C(=O)N1c2ccccc2CC1C(=O)O,active,265.334,1.5948,2,3,7.899974269892137
CHEMBL110444,O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,active,313.4000000000001,1.7392999999999996,3,5,7.700057099977233
CHEMBL172787,CC(C)C(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(S)CCc1ccccc1,intermediate,415.5550000000001,3.7075000000000022,4,4,5.346787486224656
